FIPS,PeerCountyGroup,County,State
48207,64,Haskell County,Texas
48209,6,Hays County,Texas
48211,67,Hemphill County,Texas
48213,38,Henderson County,Texas
48215,17,Hidalgo County,Texas
48217,59,Hill County,Texas
48219,50,Hockley County,Texas
48221,11,Hood County,Texas
48223,47,Hopkins County,Texas
48225,81,Houston County,Texas
48227,44,Howard County,Texas
48229,15,Hudspeth County,Texas
48231,5,Hunt County,Texas
48233,50,Hutchinson County,Texas
48235,34,Irion County,Texas
48237,64,Jack County,Texas
48239,80,Jackson County,Texas
48241,59,Jasper County,Texas
48243,88,Jeff Davis County,Texas
48245,17,Jefferson County,Texas
48247,60,Jim Hogg County,Texas
48249,35,Jim Wells County,Texas
48251,12,Johnson County,Texas
48253,27,Jones County,Texas
48255,81,Karnes County,Texas
48257,12,Kaufman County,Texas
48259,10,Kendall County,Texas
48261,45,Kenedy County,Texas
48263,88,Kent County,Texas
48265,46,Kerr County,Texas
48267,72,Kimble County,Texas
48269,73,King County,Texas
48271,64,Kinney County,Texas
48273,44,Kleberg County,Texas
48275,60,Knox County,Texas
48277,35,Lamar County,Texas
48279,60,Lamb County,Texas
48281,14,Lampasas County,Texas
48283,60,La Salle County,Texas
48285,80,Lavaca County,Texas
48287,80,Lee County,Texas
48289,83,Leon County,Texas
48291,5,Liberty County,Texas
48293,60,Limestone County,Texas
48295,67,Lipscomb County,Texas
48297,80,Live Oak County,Texas
48299,72,Llano County,Texas
48301,66,Loving County,Texas
48303,16,Lubbock County,Texas
48305,15,Lynn County,Texas
48307,58,McCulloch County,Texas
48309,17,McLennan County,Texas
48311,72,McMullen County,Texas
48313,64,Madison County,Texas
48315,69,Marion County,Texas
48317,31,Martin County,Texas
48319,75,Mason County,Texas
48321,45,Matagorda County,Texas
48323,45,Maverick County,Texas
48325,3,Medina County,Texas
48327,72,Menard County,Texas
48329,31,Midland County,Texas
48331,61,Milam County,Texas
48333,72,Mills County,Texas
48335,64,Mitchell County,Texas
48337,83,Montague County,Texas
48339,10,Montgomery County,Texas
48341,45,Moore County,Texas
48343,58,Morris County,Texas
48345,63,Motley County,Texas
48347,39,Nacogdoches County,Texas
48349,45,Navarro County,Texas
48351,20,Newton County,Texas
48353,35,Nolan County,Texas
48355,17,Nueces County,Texas
48357,73,Ochiltree County,Texas
48359,14,Oldham County,Texas
48361,14,Orange County,Texas
48363,35,Palo Pinto County,Texas
48365,82,Panola County,Texas
48367,12,Parker County,Texas
48369,73,Parmer County,Texas
48371,73,Pecos County,Texas
48373,59,Polk County,Texas
48375,17,Potter County,Texas
48377,73,Presidio County,Texas
48379,83,Rains County,Texas
48381,19,Randall County,Texas
48383,73,Reagan County,Texas
48385,63,Real County,Texas
48387,62,Red River County,Texas
48389,45,Reeves County,Texas
48391,60,Refugio County,Texas
48393,87,Roberts County,Texas
48395,27,Robertson County,Texas
48397,10,Rockwall County,Texas
48399,60,Runnels County,Texas
48401,27,Rusk County,Texas
48403,57,Sabine County,Texas
48405,57,San Augustine County,Texas
48407,56,San Jacinto County,Texas
48409,14,San Patricio County,Texas
48411,64,San Saba County,Texas
48413,73,Schleicher County,Texas
48415,50,Scurry County,Texas
48417,58,Shackelford County,Texas
48419,60,Shelby County,Texas
48421,73,Sherman County,Texas
48423,33,Smith County,Texas
48425,12,Somervell County,Texas
48427,40,Starr County,Texas
48429,80,Stephens County,Texas
48431,67,Sterling County,Texas
48433,72,Stonewall County,Texas
48435,73,Sutton County,Texas
48437,60,Swisher County,Texas
48439,2,Tarrant County,Texas
48441,33,Taylor County,Texas
48443,72,Terrell County,Texas
48445,60,Terry County,Texas
48447,72,Throckmorton County,Texas
48449,45,Titus County,Texas
48451,33,Tom Green County,Texas
48453,2,Travis County,Texas
48455,46,Trinity County,Texas
48457,63,Tyler County,Texas
48459,27,Upshur County,Texas
48461,73,Upton County,Texas
48463,45,Uvalde County,Texas
48465,45,Val Verde County,Texas
48467,59,Van Zandt County,Texas
48469,33,Victoria County,Texas
48471,44,Walker County,Texas
48473,12,Waller County,Texas
48475,73,Ward County,Texas
48477,50,Washington County,Texas
48479,17,Webb County,Texas
48481,45,Wharton County,Texas
48483,80,Wheeler County,Texas
48485,33,Wichita County,Texas
48487,35,Wilbarger County,Texas
48489,40,Willacy County,Texas
48491,10,Williamson County,Texas
48493,12,Wilson County,Texas
48495,73,Winkler County,Texas
48497,12,Wise County,Texas
48499,74,Wood County,Texas
48501,73,Yoakum County,Texas
48503,82,Young County,Texas
48505,45,Zapata County,Texas
48507,66,Zavala County,Texas
49001,80,Beaver County,Utah
49003,19,Box Elder County,Utah
49005,31,Cache County,Utah
49007,50,Carbon County,Utah
49009,86,Daggett County,Utah
49011,19,Davis County,Utah
49013,67,Duchesne County,Utah
49015,76,Emery County,Utah
49017,85,Garfield County,Utah
49019,65,Grand County,Utah
49021,36,Iron County,Utah
49023,19,Juab County,Utah
49025,76,Kane County,Utah
49027,67,Millard County,Utah
49029,19,Morgan County,Utah
49031,63,Piute County,Utah
49033,76,Rich County,Utah
49035,2,Salt Lake County,Utah
49037,66,San Juan County,Utah
49039,67,Sanpete County,Utah
49041,82,Sevier County,Utah
49043,49,Summit County,Utah
49045,10,Tooele County,Utah
49047,36,Uintah County,Utah
49049,19,Utah County,Utah
49051,36,Wasatch County,Utah
49053,25,Washington County,Utah
49055,85,Wayne County,Utah
49057,19,Weber County,Utah
50001,65,Addison County,Vermont
50003,43,Bennington County,Vermont
50005,74,Caledonia County,Vermont
50007,25,Chittenden County,Vermont
50009,43,Essex County,Vermont
50011,31,Franklin County,Vermont
50013,25,Grand Isle County,Vermont
50015,65,Lamoille County,Vermont
50017,46,Orange County,Vermont
50019,74,Orleans County,Vermont
50021,43,Rutland County,Vermont
50023,49,Washington County,Vermont
50025,74,Windham County,Vermont
50027,49,Windsor County,Vermont
51001,56,Accomack County,Virginia
51003,25,Albemarle County,Virginia
51005,63,Alleghany County,Virginia
51007,11,Amelia County,Virginia
51009,22,Amherst County,Virginia
51011,14,Appomattox County,Virginia
51013,2,Arlington County,Virginia
51015,34,Augusta County,Virginia
51017,72,Bath County,Virginia
51019,22,Bedford County,Virginia
51021,63,Bland County,Virginia
51023,22,Botetourt County,Virginia
51025,81,Brunswick County,Virginia
51027,90,Buchanan County,Virginia
51029,27,Buckingham County,Virginia
51031,22,Campbell County,Virginia
51033,12,Caroline County,Virginia
51035,56,Carroll County,Virginia
51036,11,Charles City County,Virginia
51037,62,Charlotte County,Virginia
51041,4,Chesterfield County,Virginia
51043,8,Clarke County,Virginia
51045,22,Craig County,Virginia
51047,12,Culpeper County,Virginia
51049,62,Cumberland County,Virginia
51051,37,Dickenson County,Virginia
51053,3,Dinwiddie County,Virginia
51057,83,Essex County,Virginia
51059,7,Fairfax County,Virginia
51061,8,Fauquier County,Virginia
51063,34,Floyd County,Virginia
51065,34,Fluvanna County,Virginia
51067,22,Franklin County,Virginia
51069,31,Frederick County,Virginia
51071,29,Giles County,Virginia
51073,4,Gloucester County,Virginia
51075,8,Goochland County,Virginia
51077,57,Grayson County,Virginia
51079,34,Greene County,Virginia
51081,64,Greensville County,Virginia
51083,56,Halifax County,Virginia
51085,4,Hanover County,Virginia
51087,6,Henrico County,Virginia
51089,41,Henry County,Virginia
51091,77,Highland County,Virginia
51093,11,Isle of Wight County,Virginia
51095,8,James City County,Virginia
51097,86,King and Queen County,Virginia
51099,67,King George County,Virginia
51101,4,King William County,Virginia
51103,77,Lancaster County,Virginia
51105,81,Lee County,Virginia
51107,10,Loudoun County,Virginia
51109,68,Louisa County,Virginia
51111,81,Lunenburg County,Virginia
51113,74,Madison County,Virginia
51115,11,Mathews County,Virginia
51117,56,Mecklenburg County,Virginia
51119,77,Middlesex County,Virginia
51121,30,Montgomery County,Virginia
51125,29,Nelson County,Virginia
51127,4,New Kent County,Virginia
51131,62,Northampton County,Virginia
51133,77,Northumberland County,Virginia
51135,53,Nottoway County,Virginia
51137,68,Orange County,Virginia
51139,68,Page County,Virginia
51141,69,Patrick County,Virginia
51143,38,Pittsylvania County,Virginia
51145,4,Powhatan County,Virginia
51147,53,Prince Edward County,Virginia
51149,6,Prince George County,Virginia
51153,10,Prince William County,Virginia
51155,29,Pulaski County,Virginia
51157,11,Rappahannock County,Virginia
51159,64,Richmond County,Virginia
51161,21,Roanoke County,Virginia
51163,74,Rockbridge County,Virginia
51165,34,Rockingham County,Virginia
51167,56,Russell County,Virginia
51169,20,Scott County,Virginia
51171,68,Shenandoah County,Virginia
51173,56,Smyth County,Virginia
51175,68,Southampton County,Virginia
51177,10,Spotsylvania County,Virginia
51179,10,Stafford County,Virginia
51181,63,Surry County,Virginia
51183,3,Sussex County,Virginia
51185,37,Tazewell County,Virginia
51187,12,Warren County,Virginia
51191,24,Washington County,Virginia
51193,74,Westmoreland County,Virginia
51195,37,Wise County,Virginia
51197,56,Wythe County,Virginia
51199,10,York County,Virginia
51510,2,Alexandria city,Virginia
51520,16,Bristol city,Virginia
51530,53,Buena Vista city,Virginia
51540,30,Charlottesville city,Virginia
51550,6,Chesapeake city,Virginia
51570,9,Colonial Heights city,Virginia
51580,53,Covington city,Virginia
51590,42,Danville city,Virginia
51595,53,Emporia city,Virginia
51600,7,Fairfax city,Virginia
51610,7,Falls Church city,Virginia
51620,53,Franklin city,Virginia
51630,9,Fredericksburg city,Virginia
51640,53,Galax city,Virginia
51650,9,Hampton city,Virginia
51660,30,Harrisonburg city,Virginia
51670,9,Hopewell city,Virginia
51678,53,Lexington city,Virginia
51680,16,Lynchburg city,Virginia
51683,7,Manassas city,Virginia
51685,7,Manassas Park city,Virginia
51690,42,Martinsville city,Virginia
51700,9,Newport News city,Virginia
51710,1,Norfolk city,Virginia
51720,42,Norton city,Virginia
51730,5,Petersburg city,Virginia
51735,4,Poquoson city,Virginia
51740,9,Portsmouth city,Virginia
51750,30,Radford city,Virginia
51760,1,Richmond city,Virginia
51770,16,Roanoke city,Virginia
51775,16,Salem city,Virginia
51790,30,Staunton city,Virginia
51800,9,Suffolk city,Virginia
51810,2,Virginia Beach city,Virginia
51820,33,Waynesboro city,Virginia
51830,6,Williamsburg city,Virginia
51840,30,Winchester city,Virginia
53001,45,Adams County,Washington
53003,25,Asotin County,Washington
53005,19,Benton County,Washington
53007,25,Chelan County,Washington
53009,43,Clallam County,Washington
53011,6,Clark County,Washington
53013,26,Columbia County,Washington
53015,28,Cowlitz County,Washington
53017,33,Douglas County,Washington
53019,75,Ferry County,Washington
53021,17,Franklin County,Washington
53023,79,Garfield County,Washington
53025,45,Grant County,Washington
53027,43,Grays Harbor County,Washington
53029,49,Island County,Washington
53031,74,Jefferson County,Washington
53033,2,King County,Washington
53035,18,Kitsap County,Washington
53037,39,Kittitas County,Washington
53039,65,Klickitat County,Washington
53041,43,Lewis County,Washington
53043,85,Lincoln County,Washington
53045,43,Mason County,Washington
53047,59,Okanogan County,Washington
53049,75,Pacific County,Washington
53051,20,Pend Oreille County,Washington
53053,9,Pierce County,Washington
53055,65,San Juan County,Washington
53057,25,Skagit County,Washington
53059,11,Skamania County,Washington
53061,7,Snohomish County,Washington
53063,18,Spokane County,Washington
53065,24,Stevens County,Washington
53067,18,Thurston County,Washington
53069,77,Wahkiakum County,Washington
53071,25,Walla Walla County,Washington
53073,25,Whatcom County,Washington
53075,39,Whitman County,Washington
53077,32,Yakima County,Washington
54001,58,Barbour County,West Virginia
54003,19,Berkeley County,West Virginia
54005,26,Boone County,West Virginia
54007,57,Braxton County,West Virginia
54009,29,Brooke County,West Virginia
54011,23,Cabell County,West Virginia
54013,63,Calhoun County,West Virginia
54015,26,Clay County,West Virginia
54017,48,Doddridge County,West Virginia
54019,26,Fayette County,West Virginia
54021,64,Gilmer County,West Virginia
54023,63,Grant County,West Virginia
54025,56,Greenbrier County,West Virginia
54027,26,Hampshire County,West Virginia
54029,29,Hancock County,West Virginia
54031,63,Hardy County,West Virginia
54033,38,Harrison County,West Virginia
54035,82,Jackson County,West Virginia
54037,6,Jefferson County,West Virginia
54039,28,Kanawha County,West Virginia
54041,70,Lewis County,West Virginia
54043,20,Lincoln County,West Virginia
54045,37,Logan County,West Virginia
54047,90,McDowell County,West Virginia
54049,38,Marion County,West Virginia
54051,29,Marshall County,West Virginia
54053,41,Mason County,West Virginia
54055,38,Mercer County,West Virginia
54057,26,Mineral County,West Virginia
54059,90,Mingo County,West Virginia
54061,30,Monongalia County,West Virginia
54063,63,Monroe County,West Virginia
54065,75,Morgan County,West Virginia
54067,56,Nicholas County,West Virginia
54069,29,Ohio County,West Virginia
54071,72,Pendleton County,West Virginia
54073,63,Pleasants County,West Virginia
54075,63,Pocahontas County,West Virginia
54077,27,Preston County,West Virginia
54079,21,Putnam County,West Virginia
54081,27,Raleigh County,West Virginia
54083,41,Randolph County,West Virginia
54085,63,Ritchie County,West Virginia
54087,57,Roane County,West Virginia
54089,69,Summers County,West Virginia
54091,48,Taylor County,West Virginia
54093,63,Tucker County,West Virginia
54095,63,Tyler County,West Virginia
54097,56,Upshur County,West Virginia
54099,20,Wayne County,West Virginia
54101,57,Webster County,West Virginia
54103,63,Wetzel County,West Virginia
54105,27,Wirt County,West Virginia
54107,28,Wood County,West Virginia
54109,63,Wyoming County,West Virginia
55001,77,Adams County,Wisconsin
55003,70,Ashland County,Wisconsin
55005,68,Barron County,Wisconsin
55007,77,Bayfield County,Wisconsin
55009,19,Brown County,Wisconsin
55011,84,Buffalo County,Wisconsin
55013,77,Burnett County,Wisconsin
55015,34,Calumet County,Wisconsin
55017,34,Chippewa County,Wisconsin
55019,82,Clark County,Wisconsin
55021,21,Columbia County,Wisconsin
55023,83,Crawford County,Wisconsin
55025,18,Dane County,Wisconsin
55027,51,Dodge County,Wisconsin
55029,74,Door County,Wisconsin
55031,23,Douglas County,Wisconsin
55033,51,Dunn County,Wisconsin
55035,30,Eau Claire County,Wisconsin
55037,46,Florence County,Wisconsin
55039,34,Fond du Lac County,Wisconsin
55041,83,Forest County,Wisconsin
55043,51,Grant County,Wisconsin
55045,21,Green County,Wisconsin
55047,84,Green Lake County,Wisconsin
55049,21,Iowa County,Wisconsin
55051,77,Iron County,Wisconsin
55053,68,Jackson County,Wisconsin
55055,51,Jefferson County,Wisconsin
55057,68,Juneau County,Wisconsin
55059,9,Kenosha County,Wisconsin
55061,22,Kewaunee County,Wisconsin
55063,30,La Crosse County,Wisconsin
55065,86,Lafayette County,Wisconsin
55067,83,Langlade County,Wisconsin
55069,46,Lincoln County,Wisconsin
55071,51,Manitowoc County,Wisconsin
55073,31,Marathon County,Wisconsin
55075,46,Marinette County,Wisconsin
55077,83,Marquette County,Wisconsin
55078,40,Menominee County,Wisconsin
55079,1,Milwaukee County,Wisconsin
55081,68,Monroe County,Wisconsin
55083,22,Oconto County,Wisconsin
55085,74,Oneida County,Wisconsin
55087,31,Outagamie County,Wisconsin
55089,8,Ozaukee County,Wisconsin
55091,86,Pepin County,Wisconsin
55093,6,Pierce County,Wisconsin
55095,68,Polk County,Wisconsin
55097,51,Portage County,Wisconsin
55099,77,Price County,Wisconsin
55101,28,Racine County,Wisconsin
55103,83,Richland County,Wisconsin
55105,28,Rock County,Wisconsin
55107,83,Rusk County,Wisconsin
55109,4,St. Croix County,Wisconsin
55111,51,Sauk County,Wisconsin
55113,75,Sawyer County,Wisconsin
55115,46,Shawano County,Wisconsin
55117,34,Sheboygan County,Wisconsin
55119,82,Taylor County,Wisconsin
55121,68,Trempealeau County,Wisconsin
55123,82,Vernon County,Wisconsin
55125,74,Vilas County,Wisconsin
55127,49,Walworth County,Wisconsin
55129,77,Washburn County,Wisconsin
55131,4,Washington County,Wisconsin
55133,8,Waukesha County,Wisconsin
55135,68,Waupaca County,Wisconsin
55137,83,Waushara County,Wisconsin
55139,31,Winnebago County,Wisconsin
55141,51,Wood County,Wisconsin
56001,39,Albany County,Wyoming
56003,76,Big Horn County,Wyoming
56005,36,Campbell County,Wyoming
56007,67,Carbon County,Wyoming
56009,67,Converse County,Wyoming
56011,67,Crook County,Wyoming
56013,36,Fremont County,Wyoming
56015,79,Goshen County,Wyoming
56017,79,Hot Springs County,Wyoming
56019,65,Johnson County,Wyoming
56021,31,Laramie County,Wyoming
56023,67,Lincoln County,Wyoming
56025,31,Natrona County,Wyoming
56027,78,Niobrara County,Wyoming
56029,65,Park County,Wyoming
56031,79,Platte County,Wyoming
56033,52,Sheridan County,Wyoming
56035,67,Sublette County,Wyoming
56037,36,Sweetwater County,Wyoming
56039,49,Teton County,Wyoming
56041,36,Uinta County,Wyoming
56043,84,Washakie County,Wyoming
56045,76,Weston County,Wyoming
